Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
OrangeHRM,Firefox 51.0,,2018-07-24 16:39:55,2018-07-24 16:40:23,27.618s,PASSED
,,,,,,
Test Cases/OrangeHRM Login/Login - Orange HRM,Firefox 51.0,,2018-07-24 16:39:56,2018-07-24 16:40:12,16.762s,PASSED
openBrowser,Firefox 51.0,,2018-07-24 16:39:56,2018-07-24 16:40:04,8.366s,PASSED
navigateToUrl,Firefox 51.0,,2018-07-24 16:40:04,2018-07-24 16:40:09,4.627s,PASSED
setText,Firefox 51.0,,2018-07-24 16:40:09,2018-07-24 16:40:09,0.194s,PASSED
setEncryptedText,Firefox 51.0,,2018-07-24 16:40:09,2018-07-24 16:40:10,1.000s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:10,2018-07-24 16:40:12,2.274s,PASSED
,,,,,,
Test Cases/ValidateLinks/EditValues,Firefox 51.0,,2018-07-24 16:40:12,2018-07-24 16:40:23,10.281s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:12,2018-07-24 16:40:14,1.678s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:14,2018-07-24 16:40:15,0.668s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:15,2018-07-24 16:40:16,1.280s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:16,2018-07-24 16:40:16,0.108s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:16,2018-07-24 16:40:16,0.125s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:16,2018-07-24 16:40:17,0.410s,PASSED
selectOptionByValue,Firefox 51.0,,2018-07-24 16:40:17,2018-07-24 16:40:18,1.520s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:18,2018-07-24 16:40:20,1.520s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:20,2018-07-24 16:40:20,0.611s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:20,2018-07-24 16:40:21,0.987s,PASSED
click,Firefox 51.0,,2018-07-24 16:40:21,2018-07-24 16:40:23,1.218s,PASSED
